SYSFACNO,FACILITY_NAME,FACILITY_CATEGORY,ADDRESS1,ADDRESS2,CITY,STATE,ZIPCODE,COUNTY,EMAIL_ADDRESS,PHONE_AREA_CODE,PHONE_NUMBER,FAX_AREA_CODE,FAX_NUMBER,INACTIVE_DATE,INACTIVE_REASON,CREATE_DATE,UPDATE_DATE,NAME_OF_CONTRACTED_SHELTER,LOCALITIES_SERVED,CONTACT_NAME,TITLE
6758,Misunderstood Pit Bull Rescue,HO,1305 W 42nd Street,,Richmond,VA,23225,,misunderstoodrescue@yahoo.com,866,493-3594,,,4/6/15 11:25,"4/6/15-address/phone inaccurate, website down, Fbook last update '09 -AT",1/27/08 0:58,4/6/15 11:25,,,,
6759,Ring Dog Rescue,HO,P.O. Box 28632,,Richmond,VA,23228,Virginia,ringdog@ringdogrescue.org,804,622-4200,804,590-2650,,,1/27/08 1:02,1/28/19 16:52,,,Amy Katherine Taylor,President
6760,A Forever Home Rescue Foundation,HO,P.O. Box 222801,,Chantilly,VA,20153,Fairfax,info@aforeverhome.org,703,961-8690,866,863-6890,,,1/27/08 1:08,2/7/19 21:46,,,Ken Cline,Executive Director
6761,Augusta Dog Adoptions (prev. Chains Hurt),HO,"4224 Wakefield Rd. Richmond, VA 23235",679 Old White Hill Rd.,Stuarts Draft,VA,24477,Augusta,augustadogadoptions@hotmail.com,540,3963666,,,,,1/27/08 1:11,1/29/19 11:46,,,Amy Hammer,President
6762,"Northern Neck Humane Society, Inc.",HO,P.O. Box 233,,Reedville,VA,22539,Northumberland,regina.l.griggs@gmail.com,804,453-3114,,,,,1/30/08 19:19,1/17/19 13:53,,,Regina Griggs,Adoption Officer
6763,Mid-Atlantic English Springer Spaniel Rescue (Virginia Chapter),HO,3205 Davis Mill Road,,Goochland,VA,23063,Goochland,President@maessr.org,804,690-9157,888,688-7240,,,1/31/08 17:00,1/29/19 22:05,,,Debbie Lipcsey,CEO
6764,P.A.W.S. (Protecting Animals With Sterilization),HO,186 Nature Lane,,North Tazewell,VA,24630,Tazewell,lsalyer@4sw.us,276,970-0896,,,,,2/19/08 13:36,1/31/19 11:56,,,Lori Salyer,Director
6765,Newport News Animal Control (inc. City of Poquoson),PU,5843 Jefferson Ave,,Newport News,VA,23605,,kfilippone@nngov.com,757,595-7387,757,933-8959,3/2/16 9:30,Subsumed under entry for Peninsula Regional Animal Shelter -AT 3/2/16,2/26/08 15:35,3/2/16 9:30,,,,
6766,"Web of Life Animal Outreach, Inc.",PR,1380 West Road,,Chesapeake,VA,23323,,weboflifeanimaloutreach@gmail.com,757,718-6447,,,5-Apr-17,"per agency rep, inactive as of late 2016",3/7/08 6:28,4/5/17 8:51,,,Jacqueline Van Horn,director
6767,"Virginia German Shepherd Rescue, Inc.",HO,P.O. Box 733,,Centreville,VA,20122,Fairfax,info@shepherdrescue.org,703,435-2840,,,,,3/7/08 6:30,1/31/19 18:22,,,Greg Kellenberger,Intake Officer
6768,Fuzzy Face Rescue of the Northern Neck,HO,P.O. Box 822,,Dahlgren,VA,22448,KingGeorge,fuzzyresq@yahoo.com,540,775-2192,,,3/15/16 12:46,SHUT DOWN IN 2014 PER KING GEORGE ACO--3/15/16 A.T.,3/7/08 6:36,3/15/16 12:46,,,,
6769,"Hunt Club Boarding Kennel and Cattery, Inc.",HO,2400 London Bridge Road,2400 London Bridge Road,Virginia Beach,VA,23456,,vogeflight@cox.net,757,427-6611,757,427-9661,12/4/12 12:33,12/4/12 SRH,3/13/08 15:49,12/4/12 12:33,,,,
6770,Suffolk Humane Society,HO,P.O. Box 5038,412 Kings Fork Road,Suffolk,VA,23434,,leeandcompany53@yahoo.com,757,538-3030,757,935-5164,,,3/17/08 19:30,1/29/19 12:05,,,Lee Murphy,Director Adoptions and Fosters
6771,Furry Friends Rescue,HO,301 Bannister Town Rd,,Louisa,VA,23093,Louisa,wendylackey@aol.com,540,223-5872,,,5/7/14 15:26,"Moved to TN, no longer operatiing in VA",3/18/08 21:18,5/7/14 15:27,,,,
6772,"Animal Hope Alliance, Inc.",HO,P.O. Box 237,,Blacksburg,VA,24063,Montgomery,animalhopealliance@hotmail.com,540,951-8629,,,,,3/24/08 23:20,1/31/19 21:57,,,Karen A. Pederson,Chairman
6773,"Commonwealth Humane Society, Inc., The (Commonwealth Cat Rescue, Inc.)",HO,11837 Waples Mill Road,Suite 300,Oakton,VA,22124,VA,Chris.Haslam@Humane.Pro,703,35683600,,,,,3/31/08 19:20,2/4/19 11:10,,,Chris C Haslam,President
6774,Lee Animal League,HO,343 East Morgan Avenue,,Pennington Gap,VA,24277,Lee,leeanimalleague@centralpets.com,276,346-2501,,,5/10/10 11:18,Organization Discontinued 5/8/10 SRH,4/11/08 22:16,5/10/10 11:18,,,,
6775,Cat's Cradle of Greater Richmond,HO,P.O. Box 70040,,Richmond,VA,23255,,cats@catscradle-richmond.org,804,572-8442,,,,,4/27/08 22:05,1/20/19 11:08,,,Tracy Bernabo,Treasurer
6776,Chocolate Chip Dalmation Assistance League,HO,107 Pommander Walk,,Alexandria,VA,22314,,ccdal@comcast.net,301,434-1086,,,,,7/7/08 11:55,1/27/19 7:16,,,Jackie Threatte,Treasurer
6777,"Hope for Life Rescue, Inc.",PR,610 Jack Rabbit Rd.,Suite 3,Virginia Beach,VA,23451,VA,hopeforliferescue@gmail.com,757,4914609,757,4912285,,,11/3/08 23:11,1/25/19 14:55,,,Pauline Cushman,Director
6778,"Pound Pals of Radford, Inc.",HO,P.O. Box 2851,,Radford,VA,24143,,pals@psknet.com,540,250-6585,,,,,11/3/08 23:14,2/4/19 11:25,,,Karen Walker,Agency Representative
6779,Gloucester-Mathews Humane Society Outreach Center,PR,P.O. Box 385,6584 Beehive Drive,Gloucester,VA,23061,Gloucester,information@gmhumanesociety.org,804,693-5520,804,693-2009,1/22/12 20:04,Facility closed Dec 2010 - SRH,1/5/09 12:06,1/22/12 20:04,,,,
6780,Charlottesville-Albemarle SPCA - Purrin' at Pantops,PR,394 Pantops Shopping Center,,Charlottesville,VA,22911,,info@caspca.org,434,293-2252,,,2/12/13 16:27,Included in CASPCA report.  lrw 2/12/13,1/5/09 13:53,2/12/13 16:27,,,,
6781,Humane Society of Fairfax County (Farm/Animal Shelter),PR,15911 Lee Hwy.,,Centreville,VA,22121,Fairfax,pets@hsfc.org,703,385-7387,703,935-8225,,,1/5/09 16:30,1/18/19 16:12,,,Victoria Kirby,President
6782,Metropolitan Professional Pet Services (Rescue Division),HO,P.O. Box 6511,,Woodbridge,VA,22195,Prince Wm,metropetservices@yahoo.com,202,904-0277,,,12/31/14 14:43,"12/31/14-no #s for 3+ years, not listed as charity online, petsitter -AT",1/12/09 11:07,12/31/14 14:43,,,,
6783,Southside SPCA - Prince Edward Animal Shelter,PR,7352 Patrick Henry Hwy.,P.O. Box 66,Meherrin,VA,23954,Prince Edw,info@southsidespca.org,434,736-9595,434,736-8299,,,1/12/09 19:51,1/13/19 8:41,,,sandy wyatt,director
6784,Amherst County Animal Control and Public Animal Shelter,PU,318 Shelter Lane,P.O. Box 410,Amherst,VA,24521,VA,srbartley@amherstsheriff.org,434,946-2107,434,946-2158,,,1/26/09 12:42,1/31/19 15:51,,,Sona R Bartley,Manager
6785,Dogwood Sheltie Rescue,HO,12 Regis Circle,,Sterling,VA,20164,,dogwood@vadsr.org,703,406-8920,,,12/16/14 13:31,12/16/14 group disbanded in 2013 per director Lynne Dunham -AT,1/26/09 13:04,12/16/14 13:31,,,,
6786,James City County Animal Control (inc. City of Williamsburg),AC,P.O. Box 8784,,Williamsburg,VA,23187,James City County,Shirley.Anderson@jamescitycountyva.gov,757,253-1800,757,229-8729,,,2/5/09 13:48,1/2/19 12:28,Heritage Humane Society,,Shirley Anderson,Supervisor
6787,Animal Rescue Foundation - Cumberland County VA,HO,604 Cata Road,,Cumberland,VA,23040,Buckingham,arf-cva@ceva.net,434,983-2398,,,10/22/12 16:29,Organization changed names - SRH 10/22/12,2/23/09 13:26,10/22/12 16:29,,,,
6788,RappCats,PR,P.O. Box 307,,Washington,VA,22747,Rappahannock,rappcats@rappcats.org,540,987-6050,,,,,2/27/09 19:12,1/31/19 12:41,,,Patricia N. Snyder,Adoption Counselor
6789,Hampton Animal Control,AC,5843 Jefferson Avenue,,Newport News ,VA,23605,,ataylor@hampton.gov,757,933-8977,757,933-8974,,,6/1/09 17:42,1/31/19 9:52,Peninsula Regional Animal Shelter,,Angela Taylor,Animal Control Deputy Manager
6790,Lee Fosters Rescue,HO,9987 State Route 70,,Blackwater,VA,24221,Lee,leefostersrescue@yahoo.com,276,346-3867,,,,,1/5/10 10:23,1/30/19 17:47,,,Audrey Osborne,Director
6791,Siberian Husky Assist Rescue,HO,106 Bristol View Drive,,Bristol,VA,24201,city of Bristol va,siberianhuskyrescue@yahoo.com,276,7913020,,,28-Jan-19,No longer an active releasing agency.,1/5/10 10:35,1/28/19 16:01,,,Marcia Horne,Founder
6792,SPCA of Pittsylvania County,HO,P.O. Box 936,,Chatham,VA,24531,Pittsylvania,spcaofpc@gmail.com,434,432-0080,800,853-3391,,,1/5/10 10:41,1/11/19 13:58,,,Tonja Reynolds,President
6793,Animal Rescue Foundation - Cumberland County Virginia,HO,604 Cata Road,,Cumberland,VA,23040,Cumberland,sej@ceva.net,434,983-2398,,,1/5/10 10:49,Duplicate entry - SRH 1/5/10,1/5/10 10:44,1/5/10 10:49,,,,
6794,"Tails High, Inc.",HO,708 Timber Branch Drive,,Alexandria,VA,22302,,meow@tailshigh.org,703,819-5240,815,425-8917,,,1/5/10 17:36,1/30/19 14:46,,,Joby Gorchoff,Board Member
6795,Bonnie Blue Dog Rescue,HO,P.O.  Box 126,,St. Charles,VA,24282,Lee,elizabeth_catron2000@yahoo.com,276,383-4486,,,3/13/15 15:18,3/13/15--inactive since 2011 per Ms. Catron-AT,1/19/10 11:35,3/13/15 15:18,,,,
6796,American Bullmastiff Association Rescue Service (ABARS),HO,PO Box 300,,Templeton,MA,01468,,blackslate@aol.com,978,4241044,978,939 5300,,,1/19/10 13:28,1/28/19 12:54,,,Virginia Rowland,National ABARS Coordinator
6797,"Regional Animal Shelter (Public Animal Shelter for King William, King & Queen)",PU,P.O. Box 215,20201 King William Road,King William,VA,23086,King William,lbetts@kingwilliamcounty.us,804,769-4983,804,769-4993,,,2/1/10 10:38,2/8/19 11:08,,King William and King & Queen Counties,Lauri Betts,Manager
6798,Fauquier SPCA (Contracted Public Animal Shelter),PU,9352 Rogues Road,P.O. Box 733,Warrenton,VA,20188,Fauquier,lconsolla@fauquierspca.com,540,788-9000,,,,,2/1/10 13:34,1/15/19 14:56,,Fauquier County,Lynn Consolla,Data Manager
6799,Humane Society of Amherst County,PR,P.O. Box 614,318 Shelter Lane,Amherst,VA,24521,Amherst,hsofac@gmail.com,434,946-2340,434,946-2173,,,2/2/10 23:00,1/25/19 11:38,,,Rebecca Radcliffe,Office Manager
6800,"New Kent Humane Society, Inc.",HO,P.O. Box 104,,Providence Forge,VA,23140,,thenry@newkenthumane.org,804,966-7105,,,,,2/12/10 12:24,1/31/19 20:44,,,Thomas Henry,President
6801,Caring Hearts Rescue,HO,8631 Spring Creek Court,,Springfield,VA,22153,Virginia,sabina.poinellI@verizon.net,703,9455301,703,9455301,,,5/17/10 21:19,1/31/19 12:37,,,SABINA POINELLI,President
6802,Pet Rescue Foundation,HO,P.O. Box 70,,Hadensville,VA,23067,Goochland,petrescuer@aol.com,804,457-2885,,,2/12/13 16:26,No longer exists.  lrw 2/12/13,8/26/10 16:01,2/12/13 16:26,,,,
6803,"Rockbridge Dog Rescue, Inc.",HO,P.O. Box 1001,,Lexington,VA,24450,Rockbridge,info@rockbridgedogrescue.org,540,462-7484,,,3/15/16 8:36,closed in 2015 per agency rep-3/15/16 AT,1/4/11 17:46,3/15/16 8:36,,,,
6804,Chesapeake Humane Society,PR,312 N. Battlefield Blvd.,,Chesapeake,VA,23320,VA - Virginia,operations@chesapeakehumane.org,757,546-5355,757,547-0455,,,1/18/11 14:38,1/10/19 13:55,,,Leslie Mikovits,Office Manager
6805,"VA Reptile Rescue, Inc.",HO,P.O. Box 641,,Bristow,VA,20136,,info@vareptilerescue.org,703,5967785,,,19-Jun-17,Closed,1/18/11 23:09,6/19/17 11:32,,,Bonnie Keller,Contact
6806,"Odessa Rescue and Rehabilitation, Inc.",HO,P.O. Box 191,,Mechanicsville,VA,23111,Hanover,odessarescue@gmail.com,804,591-7157,,,4/6/15 9:47,4/6/15 agency inactive per rep -AT,1/20/11 23:54,4/6/15 9:47,,,,
6807,K9 Justice League,HO,953 Culver Lane,,Virginia Beach,VA,23454,United States,K9JusticeLeague@gmail.com,757,215-5840,,,,,1/21/11 0:02,1/13/19 17:37,,,Jessica Wilde,President
6808,Charlottesville-Albemarle SPCA (Contracted Public Animal Shelter),PU,3355 Berkmar Drive,,Charlottesville,VA,22901,Albemarle,info@caspca.org,434,973-5959,434,973-5271,,,1/25/11 12:10,1/31/19 14:12,,"City of Charlottesville, Albemarle County",Heather Sullivan,Director of Operations
6809,"Peaceful Passings, Inc.",HO,2856 Cloverdale Rd.,,Bremo Bluff,VA,23022,Fluvanna,jameyers@aol.com,434,8423287,,,,,1/26/11 16:22,1/7/19 11:25,,,Jacqueline Meyers,Executive Director/Founder
6810,Courthouse Cats Feral Rescue,HO,P.O. Box 131,,Prince George,VA,23875,Prince George,courthousecats@yahoo.com,804,898-2076,,,,,1/26/11 16:34,1/13/19 14:52,,,Marlene Waymack,President 
6811,"Operation Paws for Homes, Inc.",HO,P.O. Box 90813,,Alexandria,VA,22309,,operationpawsforhomes@gmail.com,703,344-7320,804,302-7975,,,1/31/11 12:03,1/9/19 10:23,,,Mindy Young,Admin Assistant
6812,Give a Dog a Chance Rescue,HO,P.O. Box 241,,Goochland,VA,23063,Goochland,gadacr@live.com,804,240-0943,,,2/19/14 21:59,Organization ended. 2/19/14 SRH,1/31/11 16:13,2/19/14 21:59,,,,
6813,Example,PU,123 Any Street,,Any City,VA,00000,,xyz@email.com,123,456-7890,,,19-Mar-18,just a test account,3/9/11 22:07,3/19/18 13:54,,,Jane Doe,Executive Director
6814,"Shenandoah Valley Animal Services Center (Augusta County, Staunton & Waynesboro)",PU,1001 Mt. Torrey Road,,Lyndhurst,VA,22952,VA,svanimalservicescenter@gmail.com,540,9435142,540,09435142,,,1/3/12 14:38,1/27/19 9:26,,"Augusta County, City of Waynesboro, City of Staunton",Elizabeth Robertson,Shelter Manager
6815,"Bully Paws Pit Bull Patriots, Inc.",HO,P.O. Box 285,,Fredericksburg,VA,22404,VA,Debbie@bullypaws.org,540,907-1736,,,,,1/4/12 10:17,1/20/19 10:09,,,Debbie Missell,Assistant Director
6816,Stafford SPCA,PR,140 Andrew Chapel Road,,Stafford,VA,22554,Stafford,mail@staffordspca.org,540,657-7387,866,522-8042,,,1/4/12 12:07,1/17/19 13:42,,,Jill Clare ,Volunteer Coordinator
6817,"Dog World Rescue, Inc.",HO,P.O. Box 11131,,Alexandria,VA,22312,,breshkie@dogworldrescue.com,703,338-7410,,,,,1/4/12 13:27,1/18/19 15:41,,,Breshkie Gardizi,Founder 
6818,Mid-Atlantic Weimaraner Rescue,HO,5503 Virginia Beach Blvd.,,Virginia Beach,VA,23462,,alphamail@theedoghouse.com,757,289-2700,757,289-2701,21-Dec-17,No longer in existence.,1/4/12 13:31,12/21/17 16:55,,,abc,abc
6819,Twin County Humane Society,HO,P.O. Box 125,,Hillsville,VA,24343,Carroll,info@twincountyhumanesociety.org,276,779-9418,,,,,1/4/12 13:57,1/23/19 10:01,,,Scarlett Dalton,Vice President
6820,Blue Ridge Border Collie Rescue,HO,1950 Kirby Road,,McLean,VA,22101,Fairfax,brbcrdogs@gmail.com,571,766-0980,,,,,1/4/12 14:30,1/10/19 9:07,,,Sue Weis,Treasurer
6821,Voices for Animals,HO,P.O. Box 4466,,Charlottesville,VA,22905,,info@voicesforanimals.org,434,979-1200,,,,,1/5/12 13:19,1/23/19 15:47,,,Tara Reardon ,Board Member
6822,Second Chance Dog Rescue,HO,1654 Truslow Road,,Fredericksburg,VA,22406,,lmr735@aol.com,540,538-9173,,,,,1/17/12 18:49,1/16/19 8:09,,,Lisa Roosa,President
6823,"GO Rescue, Inc.",PR,222 W. 21st Street Suite F317,,Norfolk,VA,23517,,gorescuedogs@gmail.com,757,432-9222,,,,,1/17/12 19:34,1/7/19 19:12,,,Georgia Obenaus,Founder/ Executive Director
6824,Montgomery County Friends of Animal Care and Control,HO,P.O. Box 133,,Christiansburg,VA,24068,VA,wolztrey@gmail.com,540,6050061,,,,,1/22/12 23:55,1/31/19 13:07,,,Trey Wolz,MCFACC President
6825,Mutt Love Rescue,HO,P.O. Box 1005,,Fairfax,VA,22038,,adopt@muttloverescue.org,703,577-0106,703,988-2608,,,1/30/12 16:13,1/30/19 16:29,,,Cathleen Haffner,Board Member
6826,Dogs Deserve Better - Virginia,HO,1915 Moonlight Road,,Smithfield,VA,23430,Virginia,melissa@dogsdeservebetter.org,757,357-9292,757,357-9294,,,1/30/12 16:19,1/28/19 15:11,,,Melissa Crampton,Canine Manager
6827,"Saving Furry Friends, Inc.",HO,P.O. Box 741,,Glade Spring,VA,24340,Washington,savingfurryfriends@yahoo.com,276,780-3889,,,3/16/15 11:55,3/16/15--inactive in VA since 5/13 per rep-AT,2/6/12 23:23,3/16/15 11:55,,,,
6828,"VIIPER, Inc. (Virginians Interested In Protecting Every Reptile)",HO,6804 Edgefield Court ,,Suffolk,VA,23435,,viiper2008@yahoo.com,757,472-6346,,,,,2/9/12 22:08,1/31/19 15:34,,,Robert Jenkins,President 
6829,"Critters 4 U Rescue, Inc.",HO,535 Pagewood Dr,,Newport news,VA,23602,,critters4urescue@yahoo.com,757,335-0028,,,,,2/9/12 22:28,1/28/19 9:30,,,Crystal Recoy,owner
6830,Smitty's Cat Rescue,PR,13508 Jefferson Davis Highway,,Chester,VA,23831,Chesterfield,smittyscatrescueshelter@yahoo.com,804,691-0475,,,,,2/13/12 22:43,1/29/19 14:15,,,Lynne Layton,President
6831,"Rugby Creek Animal Rescue, Inc.",HO,1314 Rugby Road,,Mouth of Wilson,VA,24363,Grayson,info@rugbycreek.com,276,579-4215,,,,,2/14/12 20:00,1/14/19 13:12,,,Ashley Smart,Agency Representative
6832,"Shar-Pei Rescue of VA, Inc.",HO,P.O. Box  968,,Barnegat Light,NJ,08006,,info@sharpeirescueofva.org,609,494-0020,,,,,2/16/12 23:41,1/26/19 15:18,,,Michelle Beaudry,Vice President
6833,Danville Area Humane Society Private Animal Shelter,PR,996 South Boston Road,P.O. Box 3352,Danville,VA,24543,,dahsinc@yahoo.com,434,799-0843,434,799-5306,6-Feb-18,No longer in operation.,1/7/13 18:01,2/6/18 8:20,,,Paulette Dean,Executive Director
6834,Laws for Paws,HO,419 W. Baumgardner Avenue,,Rural Retreat,VA,24368,Wythe,Laws_For_Paws@yahoo.com,276,613-5742,,,7-Aug-17,No longer in existence.,1/14/13 9:46,8/7/17 13:33,,,None,None
6835,Highland County Humane Society,HO,P.O. Box 458,,Monterey,VA,24465,Virginia,info@highlandcountyhumanesociety.org,540,09089152,,,,,1/14/13 9:50,1/10/19 14:13,,,Corena Huffman,President
6836,Virginia Paws for Pits,HO,151 Old White Hill Road,,Staunton,VA,24401,,virginiapawsforpits@gmail.com,540,290-0690,,,,,1/14/13 9:53,2/4/19 11:27,,,R. Page Hearn,President and Founder
6837,Bristol Animal Control,AC,501 Scott Street,,Bristol,VA,24201,,deena.bouton@bristolva.org,276,645-3714,,,,,1/16/13 15:06,1/4/19 14:33,Scott County Public Animal Shelter,,Deena Bouton,Animal Control Officer
6838,Making of Miracle Stories Animal Rescue of Virginia,HO,P.O. Box 952,,Glen Allen,VA,23060,Henrico,momsrescue@gmail.com,804,396-5616,,,,,1/23/13 22:15,1/22/19 9:24,,,Vickie Fahed,Vice President
6839,In His Hands Small Animal Rescue,HO,382 Spurrier Cemetary Lane,,Hiltons,VA,24258,Scott,inhishandsdogrescue@yahoo.com,276,386-2796,,,,,1/23/13 22:53,1/26/19 15:34,,,Pamela Lucas,Founder
6840,"XOXO Pet Rescue, Inc.",HO,8234 Farys Mill Rd,,Gloucester,VA,23061,Gloucester,xoxopetrescue@gmail.com,757,291-9009,,,11-Apr-17,shut down in 2016,1/23/13 23:02,4/11/17 9:01,,,Keri Penland,Agency Representative
6841,"Barn Cat Buddies, Inc.",HO,P.O. Box 111,,Salem,VA,24153,Roanoke,catherine@barncatbuddies.org,540,238-5549,,,,,1/25/13 12:58,2/4/19 11:09,,,Catherine Gosney,Co-President
6842,Wythe-Bland Animal Welfare League,HO,P.O. Box 1086,,Wytheville,VA,24382,,lara.newberry@yahoo.com,276,620-0107,,,,,1/25/13 13:05,1/31/19 7:08,,,Lara Newberry,Petfinder Coordinator
6843,"Happy Endings Animal Rescue Team, Inc.",HO,P.O. Box 943,,Colonial Heights,VA,23834,,happyendingsanimalrescueteam@gmail.com,201,407-0958,,,,,1/28/13 14:55,1/31/19 20:33,,,Amanda Sverchek,Co-Founder/Co-President
6844,Cinderella's Sanctuary,HO,4544 Battlefield Boulevard South,,Chesapeake,VA,23322,,cinderellasanctuary@gmail.com,757,547-3241,,,,,2/5/13 14:33,1/27/19 13:52,,,G.A. George,custodian
6845,"Warm Fuzzies Animal Rescue, Inc.",HO,13320 Occoquan Rd,,Woodbridge,VA,22191,Prince William,Petsitter99@yahoo.com,703,304-9327,,,3/16/15 13:20,3/16/15--per rep inactive in VA since 2013-AT,8/8/13 9:09,3/16/15 13:20,,,,
6846,Houlagans' Rest,HO,10138-D Hull Street Road,,Midlothian,VA,23112,Chesterfield,dojennings@comcast.net,804,276-8016,804,276-8013,,,9/12/13 14:21,1/31/19 14:49,,,Deborah Jennings,Officer
6847,"A Cat's Friend, Inc.",HO,P.O. Box 2392,,Woodbridge,VA,22195,Prince Wm.,"info@acatsfriend.org, vickij0205@hotmail.com",571,264-1657,703,491-5171,,,9/25/13 8:19,1/31/19 11:22,,,Vicki Jaeger,President
6848,"Scott County Humane Society, Inc.",HO,P. O. Box 1535,,Gate City,VA,24251-1535,Scott,info@scotthumane.com,276,452-7247,,,,,11/8/13 12:11,1/31/19 17:35,,,Delta Purkey,Director
6849,Happy Tails Animal Rescue of Washington County,HO,P.O. Box 95,,Abingdon,VA,24212,Washington,happytailsofwashcova@yahoo.com,276,628-6028,,,,,12/12/13 18:48,1/31/19 18:51,,,Loni Willey,Board President
6850,Needy Pets,HO,5130 Natural Tunnel Parkway,,Duffield,VA,24244,Scott,theburkefamily01@gmail.com,276,325-1414,,,12/29/14 13:12,"12/29/14--have not submitted #s in 3+ yrs, no current contact info -AT",12/12/13 18:51,12/29/14 13:12,,,,
6851,"PAWS of Southwest Virginia, Inc.",HO,P.O. Box 576,,Coeburn,VA,24230,Wise,pawsofswva@yahoo.com,276,393-3550,,,,,12/12/13 18:54,1/31/19 18:17,,,Carla Gilliam,President 
6852,Bull Terrier Rescue of Virginia,HO,P.O. Box 10090,,Manassas,VA,20108,,BTRVARescue@gmail.com,703,568-6294,,,,,12/12/13 18:56,1/15/19 9:34,,,Cheryl Mangefrida,Rescue Chair
6853,"Meow Stories, Inc.",HO,P.O. Box 8361,,Fredericksburg,VA,22404,,meowstories@gmail.com,540,226-8908,,,8-Aug-17,No longer in existence.,12/12/13 19:25,8/8/17 11:10,,,None,None
6854,Metropolitan Guinea Pig Rescue,HO,6030 Little Brook Court,,Clifton,VA,20124,Fairfax,info@mgpr.org,202,575-2210,,,,,12/12/13 19:29,1/21/19 22:14,,,Cindy Conard,Treasurer
6855,Rockingham County Animal Control,AC,25 S. Liberty Street,,Harrisonburg,VA,22801,VA,cdanner@rockinghamcountyva.gov,540,564-3820,,,,,12/12/13 21:33,1/31/19 16:45,Rockingham-Harrisonburg SPCA,,Chris Danner,Lieutenant
6856,Albemarle County Animal Control,PU,1600 Fifth Street,,Charlottesville,VA,22902,Albemarle,wallst@albemarle.org,434,296-5807,434,972-4061,,,12/12/13 21:37,2/4/19 11:08,,, Terry Walls,Lieutenant
6857,Charlottesville Animal Control,PU,606 East Market Street,,Charlottesville,VA,22902,,breedenc@charlottesville.org,434,977-9041,,,,,12/12/13 21:39,1/17/19 10:27,,Charlottesville Albemarle SPCA,Casey Breeden,Animal Control Officer
6858,Fairfax Animal Control,AC,3730 Old Lee Hwy.,,Fairfax,VA,22030,City of Fairfax,animalcontrol@fairfaxva.gov,703,385-7919,703,359-2488,,,12/12/13 22:09,1/29/19 13:33,Town and Country Animal Hospital (public animal shelter for City of Fairfax),,Joyce Holden,Animal Control Officer
6859,Culpeper Felines and Friends,HO,P.O. Box 533,,Culpeper,VA,22701,Culpeper,cffrescue@hotmail.com,540,717-0770,,,,,12/13/13 12:56,1/2/19 14:11,,,Elizabeth Larson,President
6860,"Adopt Rescue Cats, Inc.",HO,P.O. Box 15082,,Richmond,VA,23227,,info@arc-cats.org,804,262-9592,,,,,12/13/13 12:59,1/29/19 20:29,,,Alicia Crawford,Treasurer
6861,"Bully Rescue & Advocacy Group, Inc.",HO,20480 White Oak Rd,,Sutherland,VA,23885,,bragincinfo@gmail.com,702,884-7781,,,,,12/16/13 13:29,1/30/19 18:48,,,Jill Navary,Director
6862,"Capitol Area Rescue Effort, Inc.",HO,6890 Hughes Road,,Sandston,VA,23150,Henrico,carerescue@aol.com,804,291-7918,,,,,12/18/13 12:58,1/14/19 12:58,,,Victoria Powell,Director
6863,Louisa Humane Society,HO,P.O. Box 1837,,Louisa,VA,23093,Louisa,info@louisahumanesociety.com,540,894-7336,,,,,12/18/13 13:00,1/31/19 17:03,,,Michelle Forrest,Vice President
6864,"Animal Services of Richmond, Inc.",HO,3746 Winterfield Road,Suite 200,Midlothian,VA,23113,Powhatan,healanimals@gmail.com,804,378-2000,,,,,1/6/14 18:23,1/31/19 16:46,,,Melissa Stanley,Founder/Executive Director
6865,Paws & Claws SPCA of Halifax County,HO,P.O. Box 578,,Halifax,VA,24558,Halifax,pawsandclawsspca@gmail.com,434,579-3255,,,,,1/10/14 16:17,2/4/19 11:25,,,Sarah Shelton,Board Member
6866,Green Dogs Unleashed,HO,1171 North Boston Road,,Troy,VA,22974,Fluvanna,greendogsunleashed@yahoo.com,201,452-1801,,,,,1/21/14 9:41,1/27/19 8:31,,,Erika Procter,Director
6867,Tazewell Animal Rescue Coalition ,HO,2157 Adria Road,,North Tazewell,VA,24630,Tazewell,rescue@tazewellarc.org,276,979-6430,,,,,1/24/14 23:34,1/31/19 22:19,,,Rhonda Kay,Director
6868,"Lionhearts, Inc.",HO,7536 Hunters Lodge Drive,,Spotsylvania,VA,22551,Spotsylvania,klkincheloe@aol.com,540,840-2686,,,,,1/28/14 11:05,1/31/19 23:44,,,Kimbra Kincheloe,Executive Director
6869,A Tail To Be Told Animal Rescue,HO,21108 Anderson Mill Road,,Beaverdam,VA,23015,Caroline,atailtobetold@gmail.com,540,419-9355,,,,,1/28/14 12:25,1/31/19 22:13,,,Tina E. K. Perry,Treasurer/Secretary
6870,Old Dominion Humane Society,HO,3602 Lafayette Blvd ,Suite 102,Fredericksburg,VA,22408,,olddominionhumanesoceity@gmail.com,703,4241882,,,,,1/29/14 10:56,2/4/19 11:25,,,Tracy Quinn,Secretary
6871,Buchanan County Humane Society ,HO,P.O. Box 2611,1759 Watkins ST,GRUNDY,VA,24614,Buchanan,princessmommy10@hotmail.com,276,880-4910,,,,,1/29/14 11:44,1/15/19 11:38,,,STEPHANIE SMITH,President Humane Society of Buchanan County
6872,The Empty Shelter Project,HO,8101 Flippo Dr,,Spotslyvania,VA,22192,Spotslyvania,adopt@espnova.org,571,308 6563,,,,,1/31/14 12:21,2/4/19 11:26,,,Rachel Gilbert,Director
